Date,Start Equity,End Equity,Sharpe Ratio,Sortino Ratio,Drawdown,Total Net Profit,Strategy
M1_20230831,149914.7126,147715.6262,-1.3768,-2.0768,0.047,-0.0147,Measured Yellow Camel
M1_20230930,147501.5558,140572.8324,-4.515,-5.0507,0.052,-0.047,Measured Yellow Camel
M1_20231031,140572.8324,136702.7175,-2.2434,-3.0583,0.058,-0.0275,Measured Yellow Camel
M1_20231130,137552.2549,149403.4647,8.8793,18.9128,0.008,0.0862,Measured Yellow Camel
M1_20231231,149986.0976,156768.4577,4.4158,4.5259,0.014,0.0452,Measured Yellow Camel
M1_20240131,156768.4577,161860.2042,3.4217,6.4643,0.017,0.0325,Measured Yellow Camel
M1_20240229,159242.432,166883.3199,3.3025,4.7154,0.014,0.048,Measured Yellow Camel
M1_20240331,167478.1196,172908.1485,2.1695,3.4302,0.011,0.0324,Measured Yellow Camel
M1_20240430,172908.1485,168643.1016,-2.2354,-3.2293,0.053,-0.0247,Measured Yellow Camel
M1_20240531,165994.2485,172757.3474,5.1222,10.2765,0.016,0.0407,Measured Yellow Camel
M1_20240630,174317.8104,180417.2957,5.7814,13.4035,0.007,0.035,Measured Yellow Camel
M1_20240731,180417.2957,179687.1688,-0.8862,-0.9689,0.046,-0.004,Measured Yellow Camel
M1_20240831,182584.6543,186817.4167,2.1633,2.1694,0.06,0.0232,Measured Yellow Camel
M1_20240930,186817.4167,189955.7753,1.0063,0.9341,0.041,0.0168,Measured Yellow Camel
M1_20241031,190711.2337,192773.0743,1.84,2.3297,0.011,0.0108,Measured Yellow Camel
M1_20241130,189022.1739,200208.896,5.62,8.2094,0.022,0.0592,Measured Yellow Camel
M1_20241231,200208.896,195426.1267,-1.9713,-1.7525,0.035,-0.0239,Measured Yellow Camel
M3_20200131,100000.0,101990.0029,2.1425,1.9312,0.025,0.0199,Measured Yellow Camel
M3_20200229,100000.0,92347.7765,-1.9524,-1.511,0.123,-0.0765,Measured Yellow Camel
M3_20200331,100000.0,82198.6106,-0.8544,-0.8535,0.333,-0.178,Measured Yellow Camel
M3_20200430,100164.0562,91940.7344,-0.2641,-0.3025,0.333,-0.0821,Measured Yellow Camel
M3_20200531,92347.7765,95370.2336,0.4641,0.5276,0.279,0.0327,Measured Yellow Camel
M3_20200630,80994.736,95827.1023,3.5933,4.3681,0.069,0.1831,Measured Yellow Camel
M3_20200731,91098.0222,101872.9689,2.7886,2.5667,0.069,0.1183,Measured Yellow Camel
M3_20200831,95370.2336,110126.3519,3.1555,2.4263,0.069,0.1547,Measured Yellow Camel
M3_20200930,97036.2756,104893.0184,1.6538,1.7472,0.093,0.081,Measured Yellow Camel
M3_20201031,102666.6826,103078.2225,0.1355,0.1423,0.093,0.004,Measured Yellow Camel
M3_20201130,109732.5955,114636.2626,0.6743,0.7944,0.093,0.0447,Measured Yellow Camel
M3_20201231,105677.4585,117719.7553,2.5268,3.0121,0.073,0.114,Measured Yellow Camel
M3_20210131,103078.2225,117119.539,3.7124,4.6062,0.037,0.1362,Measured Yellow Camel
M3_20210228,114135.0925,120336.3232,1.2359,1.2036,0.037,0.0543,Measured Yellow Camel
M3_20210331,118310.5932,125232.6479,1.4283,1.6752,0.04,0.0585,Measured Yellow Camel
M3_20210430,117119.539,133177.0566,3.4528,4.3901,0.04,0.1371,Measured Yellow Camel
M3_20210531,120336.3232,133170.7839,2.2835,3.102,0.039,0.1067,Measured Yellow Camel
M3_20210630,125734.466,136012.064,2.358,2.7636,0.039,0.0817,Measured Yellow Camel
M3_20210731,132311.4203,139413.5641,1.7155,2.0111,0.039,0.0537,Measured Yellow Camel
M3_20210831,133170.7839,143730.7317,3.0844,3.8076,0.027,0.0793,Measured Yellow Camel
M3_20210930,136125.3424,138574.0262,0.4121,0.4651,0.04,0.018,Measured Yellow Camel
M3_20211031,139413.5641,146402.6549,1.5982,1.8165,0.051,0.0501,Measured Yellow Camel
M3_20211130,143519.9079,148091.4922,0.9522,0.9701,0.051,0.0319,Measured Yellow Camel
M3_20211231,136897.8158,152268.869,2.7111,3.4863,0.041,0.1123,Measured Yellow Camel
M3_20220131,146402.6549,141431.83,-0.6943,-0.9099,0.096,-0.034,Measured Yellow Camel
M3_20220228,145237.8308,140101.3546,-0.38,-0.5526,0.116,-0.0354,Measured Yellow Camel
M3_20220331,151888.7331,147189.3059,-0.4235,-0.6248,0.127,-0.0309,Measured Yellow Camel
M3_20220430,143953.3977,132349.7284,-1.1206,-1.5131,0.106,-0.0806,Measured Yellow Camel
M3_20220531,139746.5611,133385.6389,-0.3092,-0.3711,0.155,-0.0455,Measured Yellow Camel
M3_20220630,144945.8922,122811.3457,-1.5768,-1.8579,0.195,-0.1527,Measured Yellow Camel
M3_20220731,132349.7284,132912.0157,0.1062,0.1259,0.144,0.0042,Measured Yellow Camel
M3_20220831,132645.2489,128514.3149,-0.3356,-0.3971,0.12,-0.0311,Measured Yellow Camel
M3_20220930,121825.2139,117686.2269,-0.7324,-0.8978,0.151,-0.034,Measured Yellow Camel
M3_20221031,132912.0157,126091.5726,-0.6971,-0.9568,0.165,-0.0513,Measured Yellow Camel
M3_20221130,127547.3313,128081.5534,-0.0303,-0.0471,0.127,0.0042,Measured Yellow Camel
M3_20221231,115888.5148,124542.6906,1.0203,1.819,0.071,0.0747,Measured Yellow Camel
M3_20230131,125191.1142,130388.7509,0.6233,0.9772,0.071,0.0415,Measured Yellow Camel
M3_20230228,132071.1284,129468.0608,-0.6467,-0.9026,0.071,-0.0197,Measured Yellow Camel
M3_20230331,124542.6906,131885.9734,1.0325,1.494,0.075,0.059,Measured Yellow Camel
M3_20230430,132284.8574,135838.0781,0.0584,0.0786,0.075,0.0269,Measured Yellow Camel
M3_20230531,128994.8389,137211.4587,1.3261,1.8505,0.047,0.0637,Measured Yellow Camel
M3_20230630,133724.6877,143531.5237,1.8325,3.1702,0.026,0.0733,Measured Yellow Camel
M3_20230731,135838.0781,149632.5289,3.0065,5.7414,0.026,0.1016,Measured Yellow Camel
M3_20230831,136458.523,147715.6262,1.9038,2.9224,0.047,0.0825,Measured Yellow Camel
M3_20230930,145208.4082,140572.8324,-1.5407,-1.9289,0.066,-0.0319,Measured Yellow Camel
M3_20231031,149914.7126,136702.7175,-2.631,-3.4649,0.099,-0.0881,Measured Yellow Camel
M3_20231130,147501.5558,149403.4647,-0.167,-0.2173,0.086,0.0129,Measured Yellow Camel
M3_20231231,140572.8324,156768.4577,3.0667,3.8683,0.058,0.1152,Measured Yellow Camel
M3_20240131,137552.2549,161860.2042,5.7796,9.0252,0.02,0.1767,Measured Yellow Camel
M3_20240229,149986.0976,166883.3199,3.1348,3.996,0.02,0.1127,Measured Yellow Camel
M3_20240331,156768.4577,172908.1485,2.9899,4.2925,0.017,0.103,Measured Yellow Camel
M3_20240430,159242.432,168643.1016,0.9148,1.2806,0.053,0.059,Measured Yellow Camel
M3_20240531,167478.1196,172757.3474,0.1342,0.1778,0.053,0.0315,Measured Yellow Camel
M3_20240630,172908.1485,180417.2957,0.9463,1.167,0.053,0.0434,Measured Yellow Camel
M3_20240731,165994.2485,179687.1688,2.4638,2.5122,0.046,0.0825,Measured Yellow Camel
M3_20240831,174317.8104,186817.4167,1.4064,1.4036,0.083,0.0717,Measured Yellow Camel
M3_20240930,180417.2957,189955.7753,0.7889,0.8358,0.083,0.0529,Measured Yellow Camel
M3_20241031,182584.6543,192773.0743,1.403,1.4216,0.06,0.0558,Measured Yellow Camel
M3_20241130,186817.4167,200208.896,1.6461,1.7624,0.041,0.0717,Measured Yellow Camel
M3_20241231,190711.2337,195426.1267,0.4602,0.449,0.035,0.0247,Measured Yellow Camel
M6_20200131,100000.0,101990.0029,2.1425,1.9312,0.025,0.0199,Measured Yellow Camel
M6_20200229,100000.0,92347.7765,-1.9524,-1.511,0.123,-0.0765,Measured Yellow Camel
M6_20200331,100000.0,82198.6106,-0.8544,-0.8535,0.333,-0.178,Measured Yellow Camel
M6_20200430,100000.0,91940.7344,-0.2332,-0.2426,0.333,-0.0806,Measured Yellow Camel
M6_20200531,100000.0,95370.2336,-0.0445,-0.0452,0.333,-0.0463,Measured Yellow Camel
M6_20200630,100000.0,95827.1023,-0.009,-0.009,0.333,-0.0417,Measured Yellow Camel
M6_20200731,100164.0562,101872.9689,0.241,0.242,0.333,0.0171,Measured Yellow Camel
M6_20200831,92347.7765,110126.3519,1.0008,0.9436,0.279,0.1925,Measured Yellow Camel
M6_20200930,80994.736,104893.0184,2.7931,3.2188,0.093,0.2951,Measured Yellow Camel
M6_20201031,91098.0222,103078.2225,1.4718,1.4545,0.093,0.1315,Measured Yellow Camel
M6_20201130,95370.2336,114636.2626,1.8256,1.7787,0.093,0.202,Measured Yellow Camel
M6_20201231,97036.2756,117719.7553,2.242,2.4675,0.093,0.2132,Measured Yellow Camel
M6_20210131,102666.6826,117119.539,1.5097,1.5899,0.093,0.1408,Measured Yellow Camel
M6_20210228,109732.5955,120336.3232,0.9284,0.9943,0.093,0.0966,Measured Yellow Camel
M6_20210331,105677.4585,125232.6479,2.0335,2.4029,0.073,0.185,Measured Yellow Camel
M6_20210430,103078.2225,133177.0566,3.8091,4.8468,0.04,0.292,Measured Yellow Camel
M6_20210531,114135.0925,133170.7839,2.0606,2.4049,0.04,0.1668,Measured Yellow Camel
M6_20210630,118310.5932,136012.064,1.9954,2.2971,0.04,0.1496,Measured Yellow Camel
M6_20210731,117119.539,139413.5641,2.454,3.059,0.04,0.1904,Measured Yellow Camel
M6_20210831,120336.3232,143730.7317,2.5601,3.2992,0.039,0.1944,Measured Yellow Camel
M6_20210930,125734.466,138574.0262,1.4501,1.6698,0.04,0.1021,Measured Yellow Camel
M6_20211031,132311.4203,146402.6549,1.6504,1.9057,0.051,0.1065,Measured Yellow Camel
M6_20211130,133170.7839,148091.4922,1.8381,1.9761,0.051,0.112,Measured Yellow Camel
M6_20211231,136125.3424,152268.869,1.5669,1.9387,0.051,0.1186,Measured Yellow Camel
M6_20220131,139413.5641,141431.83,0.213,0.2573,0.096,0.0145,Measured Yellow Camel
M6_20220228,143519.9079,140101.3546,-0.2108,-0.2624,0.116,-0.0238,Measured Yellow Camel
M6_20220331,136897.8158,147189.3059,0.664,0.8896,0.127,0.0752,Measured Yellow Camel
M6_20220430,146402.6549,132349.7284,-0.7525,-0.9702,0.134,-0.096,Measured Yellow Camel
M6_20220531,145237.8308,133385.6389,-0.4521,-0.5716,0.18,-0.0816,Measured Yellow Camel
M6_20220630,151888.7331,122811.3457,-1.197,-1.4921,0.228,-0.1914,Measured Yellow Camel
M6_20220731,143953.3977,132912.0157,-0.495,-0.6215,0.204,-0.0767,Measured Yellow Camel
M6_20220831,139746.5611,128514.3149,-0.406,-0.4872,0.204,-0.0804,Measured Yellow Camel
M6_20220930,144945.8922,117686.2269,-1.2351,-1.4482,0.197,-0.1881,Measured Yellow Camel
M6_20221031,132349.7284,126091.5726,-0.3058,-0.3878,0.165,-0.0473,Measured Yellow Camel
M6_20221130,132645.2489,128081.5534,-0.209,-0.2851,0.165,-0.0344,Measured Yellow Camel
M6_20221231,121825.2139,124542.6906,0.0209,0.0312,0.165,0.0223,Measured Yellow Camel
M6_20230131,132912.0157,130388.7509,-0.2144,-0.3082,0.165,-0.019,Measured Yellow Camel
M6_20230228,127547.3313,129468.0608,-0.0265,-0.0396,0.127,0.0151,Measured Yellow Camel
M6_20230331,115888.5148,131885.9734,0.9963,1.6259,0.075,0.138,Measured Yellow Camel
M6_20230430,125191.1142,135838.0781,0.6283,0.9333,0.075,0.085,Measured Yellow Camel
M6_20230531,132071.1284,137211.4587,0.133,0.1851,0.075,0.0389,Measured Yellow Camel
M6_20230630,124542.6906,143531.5237,1.5191,2.2026,0.075,0.1525,Measured Yellow Camel
M6_20230731,132284.8574,149632.5289,1.1813,1.6292,0.075,0.1311,Measured Yellow Camel
M6_20230831,128994.8389,147715.6262,1.5902,2.2826,0.047,0.1451,Measured Yellow Camel
M6_20230930,133724.6877,140572.8324,0.2539,0.3683,0.066,0.0512,Measured Yellow Camel
M6_20231031,135838.0781,136702.7175,-0.3993,-0.5671,0.099,0.0064,Measured Yellow Camel
M6_20231130,136458.523,149403.4647,0.7317,0.9962,0.099,0.0949,Measured Yellow Camel
M6_20231231,145208.4082,156768.4577,0.654,0.8341,0.099,0.0796,Measured Yellow Camel
M6_20240131,149914.7126,161860.2042,0.6892,0.893,0.099,0.0797,Measured Yellow Camel
M6_20240229,147501.5558,166883.3199,1.391,1.7657,0.086,0.1314,Measured Yellow Camel
M6_20240331,140572.8324,172908.1485,3.0032,3.99,0.058,0.23,Measured Yellow Camel
M6_20240430,137552.2549,168643.1016,2.8452,3.9017,0.053,0.226,Measured Yellow Camel
M6_20240531,149986.0976,172757.3474,1.741,2.286,0.053,0.1518,Measured Yellow Camel
M6_20240630,156768.4577,180417.2957,1.8918,2.5003,0.053,0.1509,Measured Yellow Camel
M6_20240731,159242.432,179687.1688,1.2412,1.4936,0.053,0.1284,Measured Yellow Camel
M6_20240831,167478.1196,186817.4167,0.9455,1.0584,0.083,0.1155,Measured Yellow Camel
M6_20240930,172908.1485,189955.7753,0.8551,0.9216,0.083,0.0986,Measured Yellow Camel
M6_20241031,165994.2485,192773.0743,1.7905,1.8252,0.083,0.1613,Measured Yellow Camel
M6_20241130,174317.8104,200208.896,1.4997,1.5384,0.083,0.1485,Measured Yellow Camel
M6_20241231,180417.2957,195426.1267,0.5602,0.5757,0.083,0.0832,Measured Yellow Camel
M12_20200131,100000.0,101990.0029,2.1425,1.9312,0.025,0.0199,Measured Yellow Camel
M12_20200229,100000.0,92347.7765,-1.9524,-1.511,0.123,-0.0765,Measured Yellow Camel
M12_20200331,100000.0,82198.6106,-0.8544,-0.8535,0.333,-0.178,Measured Yellow Camel
M12_20200430,100000.0,91940.7344,-0.2332,-0.2426,0.333,-0.0806,Measured Yellow Camel
M12_20200531,100000.0,95370.2336,-0.0445,-0.0452,0.333,-0.0463,Measured Yellow Camel
M12_20200630,100000.0,95827.1023,-0.009,-0.009,0.333,-0.0417,Measured Yellow Camel
M12_20200731,100000.0,101872.9689,0.2185,0.2118,0.333,0.0187,Measured Yellow Camel
M12_20200831,100000.0,110126.3519,0.4874,0.449,0.333,0.1013,Measured Yellow Camel
M12_20200930,100000.0,104893.0184,0.2876,0.2716,0.333,0.0489,Measured Yellow Camel
M12_20201031,100000.0,103078.2225,0.2181,0.2085,0.333,0.0308,Measured Yellow Camel
M12_20201130,100000.0,114636.2626,0.5206,0.4918,0.333,0.1464,Measured Yellow Camel
M12_20201231,100000.0,117719.7553,0.5708,0.5335,0.333,0.1772,Measured Yellow Camel
M12_20210131,100164.0562,117119.539,0.556,0.5235,0.333,0.1693,Measured Yellow Camel
M12_20210228,92347.7765,120336.3232,0.8998,0.841,0.279,0.3031,Measured Yellow Camel
M12_20210331,80994.736,125232.6479,2.4686,2.8214,0.093,0.5462,Measured Yellow Camel
M12_20210430,91098.0222,133177.0566,2.3508,2.3958,0.093,0.4619,Measured Yellow Camel
M12_20210531,95370.2336,133170.7839,1.9123,1.9306,0.093,0.3964,Measured Yellow Camel
M12_20210630,97036.2756,136012.064,2.1464,2.3893,0.093,0.4017,Measured Yellow Camel
M12_20210731,102666.6826,139413.5641,1.988,2.1818,0.093,0.3579,Measured Yellow Camel
M12_20210831,109732.5955,143730.7317,1.6781,1.8467,0.093,0.3098,Measured Yellow Camel
M12_20210930,105677.4585,138574.0262,1.848,2.144,0.073,0.3113,Measured Yellow Camel
M12_20211031,103078.2225,146402.6549,2.6751,3.2995,0.051,0.4203,Measured Yellow Camel
M12_20211130,114135.0925,148091.4922,1.9337,2.1768,0.051,0.2975,Measured Yellow Camel
M12_20211231,118310.5932,152268.869,1.8262,2.1714,0.051,0.287,Measured Yellow Camel
M12_20220131,117119.539,141431.83,1.213,1.4695,0.096,0.2076,Measured Yellow Camel
M12_20220228,120336.3232,140101.3546,0.8533,1.0288,0.116,0.1642,Measured Yellow Camel
M12_20220331,125734.466,147189.3059,0.9241,1.1312,0.127,0.1706,Measured Yellow Camel
M12_20220430,132311.4203,132349.7284,0.0481,0.0555,0.134,0.0003,Measured Yellow Camel
M12_20220531,133170.7839,133385.6389,0.0642,0.0714,0.18,0.0016,Measured Yellow Camel
M12_20220630,136125.3424,122811.3457,-0.3927,-0.4417,0.228,-0.0978,Measured Yellow Camel
M12_20220731,139413.5641,132912.0157,-0.1453,-0.1693,0.228,-0.0466,Measured Yellow Camel
M12_20220831,143519.9079,128514.3149,-0.3901,-0.4619,0.228,-0.1046,Measured Yellow Camel
M12_20220930,136897.8158,117686.2269,-0.5678,-0.6749,0.23,-0.1403,Measured Yellow Camel
M12_20221031,146402.6549,126091.5726,-0.5014,-0.6358,0.243,-0.1387,Measured Yellow Camel
M12_20221130,145237.8308,128081.5534,-0.3737,-0.4942,0.243,-0.1181,Measured Yellow Camel
M12_20221231,151888.7331,124542.6906,-0.6518,-0.8703,0.243,-0.18,Measured Yellow Camel
M12_20230131,143953.3977,130388.7509,-0.376,-0.4956,0.219,-0.0942,Measured Yellow Camel
M12_20230228,139746.5611,129468.0608,-0.2506,-0.3273,0.219,-0.0736,Measured Yellow Camel
M12_20230331,144945.8922,131885.9734,-0.4043,-0.5215,0.211,-0.0901,Measured Yellow Camel
M12_20230430,132349.7284,135838.0781,0.0139,0.0181,0.165,0.0264,Measured Yellow Camel
M12_20230531,132645.2489,137211.4587,0.0468,0.0626,0.165,0.0344,Measured Yellow Camel
M12_20230630,121825.2139,143531.5237,0.5447,0.7679,0.165,0.1782,Measured Yellow Camel
M12_20230731,132912.0157,149632.5289,0.3771,0.5085,0.165,0.1258,Measured Yellow Camel
M12_20230831,127547.3313,147715.6262,0.4806,0.6693,0.127,0.1581,Measured Yellow Camel
M12_20230930,115888.5148,140572.8324,0.7637,1.1497,0.075,0.213,Measured Yellow Camel
M12_20231031,125191.1142,136702.7175,0.1972,0.2834,0.099,0.092,Measured Yellow Camel
M12_20231130,132071.1284,149403.4647,0.4045,0.5508,0.099,0.1312,Measured Yellow Camel
M12_20231231,124542.6906,156768.4577,1.1905,1.6345,0.099,0.2588,Measured Yellow Camel
M12_20240131,132284.8574,161860.2042,0.93,1.2478,0.099,0.2236,Measured Yellow Camel
M12_20240229,128994.8389,166883.3199,1.49,2.0131,0.099,0.2937,Measured Yellow Camel
M12_20240331,133724.6877,172908.1485,1.5534,2.152,0.099,0.293,Measured Yellow Camel
M12_20240430,135838.0781,168643.1016,1.1919,1.6538,0.099,0.2415,Measured Yellow Camel
M12_20240531,136458.523,172757.3474,1.287,1.7187,0.099,0.266,Measured Yellow Camel
M12_20240630,145208.4082,180417.2957,1.2262,1.5777,0.099,0.2425,Measured Yellow Camel
M12_20240731,149914.7126,179687.1688,0.9047,1.1295,0.099,0.1986,Measured Yellow Camel
M12_20240831,147501.5558,186817.4167,1.2508,1.4804,0.086,0.2665,Measured Yellow Camel
M12_20240930,140572.8324,189955.7753,1.7828,2.0554,0.083,0.3513,Measured Yellow Camel
M12_20241031,137552.2549,192773.0743,2.0706,2.357,0.083,0.4015,Measured Yellow Camel
M12_20241130,149986.0976,200208.896,1.6666,1.8747,0.083,0.3348,Measured Yellow Camel
M12_20241231,156768.4577,195426.1267,1.1146,1.2166,0.083,0.2466,Measured Yellow Camel
M1_20170131,100000.0,97052.5,-3.4296,-1.3056,0.029,-0.0295,Retrospective Violet Hyena
M1_20170228,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170331,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20170930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20171031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20171130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20171231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180131,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180228,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180331,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20180930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20181031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20181130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20181231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M1_20190131,97052.5,102289.15,1.4462,1.3022,0.194,0.054,Retrospective Violet Hyena
M1_20190228,106463.65,126263.65,11.3381,14.1193,0.07,0.186,Retrospective Violet Hyena
M1_20190331,121247.65,135173.65,1.3021,1.6378,0.118,0.1149,Retrospective Violet Hyena
M1_20190430,135173.65,165286.15,11.0316,30.8983,0.022,0.2228,Retrospective Violet Hyena
M1_20190531,165220.15,119927.65,-1.5381,-1.7821,0.284,-0.2741,Retrospective Violet Hyena
M1_20190630,110308.15,160138.15,53.8826,123.936,0.077,0.4517,Retrospective Violet Hyena
M1_20190731,160138.15,180515.65,3.667,7.1815,0.063,0.1272,Retrospective Violet Hyena
M1_20190831,171176.65,154330.15,0.0111,0.0123,0.231,-0.0984,Retrospective Violet Hyena
M1_20190930,154330.15,162811.15,1.7733,2.6133,0.089,0.055,Retrospective Violet Hyena
M1_20191031,167167.15,185944.15,7.1258,7.3783,0.159,0.1123,Retrospective Violet Hyena
M1_20191130,183254.65,220511.65,12.7704,29.6542,0.029,0.2033,Retrospective Violet Hyena
M1_20191231,220511.65,239701.15,3.5873,3.5411,0.088,0.087,Retrospective Violet Hyena
M1_20200101,242143.15,242143.15,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170131,100000.0,97052.5,-3.4296,-1.3056,0.029,-0.0295,Retrospective Violet Hyena
M3_20170228,100000.0,97052.5,-2.7022,-0.7373,0.029,-0.0295,Retrospective Violet Hyena
M3_20170331,100000.0,97052.5,-2.3365,-0.514,0.029,-0.0295,Retrospective Violet Hyena
M3_20170430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20170930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20171031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20171130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20171231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180131,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180228,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180331,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180531,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180630,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20180930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20181031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20181130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20181231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M3_20190131,97052.5,102289.15,0.5738,0.2902,0.194,0.054,Retrospective Violet Hyena
M3_20190228,97052.5,126263.65,2.7117,1.9213,0.194,0.301,Retrospective Violet Hyena
M3_20190331,97052.5,135173.65,3.4143,3.4494,0.194,0.3928,Retrospective Violet Hyena
M3_20190430,106463.65,165286.15,6.7281,8.4579,0.118,0.5525,Retrospective Violet Hyena
M3_20190531,121247.65,119927.65,-0.2179,-0.2377,0.284,-0.0109,Retrospective Violet Hyena
M3_20190630,135173.65,160138.15,0.9625,1.1438,0.36,0.1847,Retrospective Violet Hyena
M3_20190731,165220.15,180515.65,1.0966,1.3879,0.36,0.0926,Retrospective Violet Hyena
M3_20190831,110308.15,154330.15,3.1904,3.4302,0.285,0.3991,Retrospective Violet Hyena
M3_20190930,160138.15,162811.15,0.2207,0.2263,0.285,0.0167,Retrospective Violet Hyena
M3_20191031,171176.65,185944.15,1.168,1.2094,0.231,0.0863,Retrospective Violet Hyena
M3_20191130,154330.15,220511.65,4.4826,4.8802,0.214,0.4288,Retrospective Violet Hyena
M3_20191231,167167.15,239701.15,6.2825,6.0086,0.159,0.4339,Retrospective Violet Hyena
M3_20200101,183254.65,242143.15,6.6134,6.5848,0.088,0.3213,Retrospective Violet Hyena
M6_20170131,100000.0,97052.5,-3.4296,-1.3056,0.029,-0.0295,Retrospective Violet Hyena
M6_20170228,100000.0,97052.5,-2.7022,-0.7373,0.029,-0.0295,Retrospective Violet Hyena
M6_20170331,100000.0,97052.5,-2.3365,-0.514,0.029,-0.0295,Retrospective Violet Hyena
M6_20170430,100000.0,97052.5,-2.1434,-0.4075,0.029,-0.0295,Retrospective Violet Hyena
M6_20170531,100000.0,97052.5,-2.0172,-0.3415,0.029,-0.0295,Retrospective Violet Hyena
M6_20170630,100000.0,97052.5,-1.9427,-0.3001,0.029,-0.0295,Retrospective Violet Hyena
M6_20170731,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20170831,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20170930,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20171031,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20171130,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20171231,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180131,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180228,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180331,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
M6_20180430,97052.5,97052.5,0.0,0.0,0.0,0.0,Retrospective Violet Hyena
